project_id,domain,complexity_level,team_size,duration_months,sprint_length_weeks,num_sprints,total_user_stories,avg_story_points,velocity_per_sprint,tech_stack_difficulty,requirement_volatility_score,actual_effort_hours,actual_cost_usd,risk_level
project_04959,EdTech,High,10,7,2,14,20,6.5,52.0,Intermediate,High,30451.34,1769125.23,High
project_04960,Healthcare,Low,4,3,2,6,11,3.0,9.6,Basic,Medium,2204.05,69945.24,Low
project_04961,E-commerce,Medium,7,6,2,12,21,4.3,24.1,Intermediate,High,14616.56,650451.56,High
project_04962,Healthcare,High,9,6,2,12,24,7.2,51.8,Advanced,High,29145.08,1444962.4,High
project_04963,SaaS,Low,5,4,2,8,14,3.7,14.8,Basic,Low,3538.17,118812.64,Low
project_04964,SaaS,Medium,7,7,2,14,21,4.7,26.3,Intermediate,Low,14427.81,607077.78,Medium
project_04965,E-commerce,High,11,11,2,22,27,6.5,57.2,Intermediate,High,51421.26,3185392.85,High
project_04966,Healthcare,Low,5,2,2,4,13,2.8,11.2,Basic,Low,1739.85,60188.13,Low
project_04967,EdTech,Medium,8,7,2,14,21,4.6,29.4,Intermediate,High,20383.41,958301.51,High
project_04968,FinTech,High,11,11,2,22,28,7.6,66.9,Advanced,High,61238.07,3115399.1,High
project_04969,SaaS,Low,5,4,2,8,11,3.5,14.0,Basic,Medium,3861.36,142891.74,Low
project_04970,IoT,Medium,8,6,2,12,20,5.0,32.0,Intermediate,Medium,14879.2,662295.42,Medium
project_04971,FinTech,High,8,6,2,12,25,7.7,49.3,Advanced,Medium,23082.06,1406532.5,High
project_04972,IoT,Low,5,4,2,8,11,3.3,13.2,Basic,Low,3433.06,97872.32,Low
project_04973,FinTech,Medium,8,4,2,8,17,4.3,27.5,Intermediate,Medium,9938.41,409801.31,Medium
project_04974,IoT,High,11,8,2,16,26,7.7,67.8,Intermediate,Medium,34521.89,1785727.78,High
project_04975,Cloud System,Low,5,4,2,8,13,2.0,8.0,Basic,Low,3178.79,125864.71,Low
project_04976,EdTech,Medium,6,6,2,12,18,5.7,27.4,Intermediate,High,13583.18,518296.58,High
project_04977,Cloud System,High,8,9,2,18,21,7.8,49.9,Advanced,Medium,32078.98,1626068.83,High
project_04978,Cloud System,Low,4,3,2,6,13,3.8,12.2,Basic,Low,2139.27,66517.61,Low
project_04979,E-commerce,Medium,8,5,2,10,15,4.8,30.7,Basic,Medium,9805.33,403964.55,Medium
project_04980,IoT,High,12,8,2,16,21,6.2,59.5,Intermediate,Medium,37127.74,2177959.88,High
project_04981,Healthcare,Low,5,4,2,8,10,2.2,8.8,Basic,Low,3327.26,131725.52,Low
project_04982,AI Platform,Medium,5,8,2,16,19,6.0,24.0,Intermediate,Low,11472.78,510931.25,Medium
project_04983,SaaS,High,8,7,2,14,28,5.1,32.6,Advanced,High,28296.96,1477307.24,High
project_04984,SaaS,Low,5,4,2,8,11,2.8,11.2,Basic,Medium,3597.1,145549.33,Low
project_04985,EdTech,Medium,6,7,2,14,22,4.8,23.0,Intermediate,Medium,12688.87,561098.87,Medium
project_04986,FinTech,High,8,12,2,24,20,7.4,47.4,Advanced,High,47290.23,2756012.02,High
project_04987,Cloud System,Low,3,4,2,8,11,2.7,6.5,Basic,Medium,2131.82,72314.59,Low
project_04988,IoT,Medium,5,4,2,8,19,5.2,20.8,Intermediate,Medium,6807.6,311219.75,Medium
project_04989,SaaS,High,11,9,2,18,23,5.3,46.6,Advanced,Medium,44988.9,2191916.26,High
project_04990,AI Platform,Low,5,2,2,4,11,3.5,14.0,Basic,Low,1786.26,66106.07,Low
project_04991,Healthcare,Medium,8,8,2,16,19,4.4,28.2,Intermediate,High,22513.87,909929.64,High
project_04992,EdTech,High,11,7,2,14,21,7.5,66.0,Advanced,High,38899.99,2148377.49,High
project_04993,IoT,Low,3,4,2,8,14,2.4,5.8,Basic,Medium,2264.34,77893.86,Low
project_04994,IoT,Medium,7,6,2,12,21,4.2,23.5,Intermediate,Medium,13454.99,565103.75,Medium
project_04995,E-commerce,High,10,12,2,24,29,5.5,44.0,Intermediate,Medium,46220.55,2264255.92,High
project_04996,AI Platform,Low,5,3,2,6,14,2.5,10.0,Basic,Low,2436.46,98411.06,Low
project_04997,E-commerce,Medium,7,8,2,16,21,4.5,25.2,Intermediate,Low,16332.28,657234.68,Medium
project_04998,EdTech,High,11,8,2,16,30,7.6,66.9,Advanced,Medium,41657.77,2143170.47,High
project_04999,IoT,Low,5,3,2,6,10,3.1,12.4,Basic,Low,2513.71,94886.01,Low
project_05000,Cloud System,Medium,8,4,2,8,17,5.6,35.8,Intermediate,Medium,9867.57,432836.41,Medium
project_05001,EdTech,High,11,10,2,20,24,7.2,63.4,Advanced,Medium,51651.37,2871014.41,High
project_05002,IoT,Low,5,3,2,6,13,2.8,11.2,Basic,Medium,2772.87,88171.93,Low
project_05003,Healthcare,Medium,6,5,2,10,15,4.4,21.1,Intermediate,High,10200.47,466445.65,High
project_05004,SaaS,High,9,8,2,16,30,7.9,56.9,Advanced,Medium,35016.27,1926067.48,High
project_05005,EdTech,Low,5,3,2,6,10,2.4,9.6,Basic,Low,2465.06,95071.66,Low
project_05006,AI Platform,Medium,7,4,2,8,21,5.3,29.7,Intermediate,Medium,9329.71,365301.31,Medium
project_05007,Cloud System,High,12,11,2,22,24,7.2,69.1,Advanced,High,66168.0,3736949.1,High
project_05008,Cloud System,Low,3,2,2,4,10,3.6,8.6,Basic,Low,1118.66,43789.35,Low
project_05009,AI Platform,Medium,6,8,2,16,16,4.6,22.1,Intermediate,Low,13207.69,587028.5,Medium
project_05010,IoT,High,12,11,2,22,21,6.7,64.3,Advanced,Medium,59257.54,3172493.16,High
project_05011,Healthcare,Low,5,2,2,4,13,3.2,12.8,Basic,Medium,2022.83,73194.95,Low
project_05012,Healthcare,Medium,8,8,2,16,17,5.5,35.2,Intermediate,Medium,19120.04,1015867.93,Medium
project_05013,E-commerce,High,10,9,2,18,20,7.0,56.0,Intermediate,Medium,35605.15,1788943.43,High
project_05014,EdTech,Low,3,4,2,8,14,3.1,7.4,Basic,Low,2166.57,72983.14,Low
project_05015,FinTech,Medium,7,6,2,12,16,5.1,28.6,Intermediate,High,14465.55,712196.21,High
project_05016,IoT,High,11,8,2,16,26,5.9,51.9,Intermediate,High,36358.25,2335980.83,High
project_05017,EdTech,Low,5,2,2,4,11,3.2,12.8,Basic,Low,1754.17,64202.76,Low
project_05018,Healthcare,Medium,6,4,2,8,16,5.3,25.4,Basic,Medium,6295.18,244908.21,Medium
project_05019,AI Platform,High,9,11,2,22,27,7.0,50.4,Intermediate,Medium,37076.13,2082117.99,High
project_05020,FinTech,Low,3,4,2,8,11,3.5,8.4,Basic,Low,2158.03,73010.29,Low
project_05021,SaaS,Medium,8,5,2,10,18,5.0,32.0,Basic,High,11942.31,518626.08,High
project_05022,FinTech,High,11,8,2,16,20,7.3,64.2,Intermediate,High,37915.9,2067322.14,High
project_05023,FinTech,Low,3,2,2,4,15,2.8,6.7,Basic,Medium,1192.69,42839.39,Low
project_05024,AI Platform,Medium,7,4,2,8,17,5.7,31.9,Intermediate,Low,8199.94,359091.1,Medium
project_05025,AI Platform,High,8,9,2,18,21,7.6,48.6,Advanced,Medium,34748.8,1661378.49,High
project_05026,IoT,Low,4,4,2,8,15,3.2,10.2,Basic,Low,2667.64,87382.68,Low
project_05027,E-commerce,Medium,8,7,2,14,18,5.3,33.9,Basic,Medium,13642.98,612807.69,Medium
project_05028,Cloud System,High,12,6,2,12,25,6.2,59.5,Advanced,Medium,32763.65,1873291.47,High
project_05029,IoT,Low,3,2,2,4,13,3.8,9.1,Basic,Medium,1263.22,39033.96,Low
project_05030,E-commerce,Medium,6,4,2,8,20,5.4,25.9,Basic,Low,5874.9,258407.01,Medium
project_05031,IoT,High,12,7,2,14,26,7.2,69.1,Intermediate,Medium,31015.4,1873027.33,High
project_05032,FinTech,Low,3,4,2,8,11,2.3,5.5,Basic,Low,1990.47,63962.25,Low
project_05033,FinTech,Medium,5,7,2,14,20,4.2,16.8,Basic,Low,7710.45,381554.59,Medium
project_05034,IoT,High,11,6,2,12,23,7.1,62.5,Advanced,Medium,30298.92,1584903.88,High
project_05035,SaaS,Low,3,2,2,4,13,3.4,8.2,Basic,Medium,1253.19,39691.88,Low
project_05036,E-commerce,Medium,8,8,2,16,19,4.2,26.9,Basic,Medium,15556.89,692277.62,Medium
project_05037,EdTech,High,12,6,2,12,28,6.9,66.2,Advanced,High,38692.63,1867167.01,High
project_05038,FinTech,Low,3,4,2,8,12,2.7,6.5,Basic,Low,1948.06,72006.95,Low
project_05039,FinTech,Medium,6,8,2,16,17,5.7,27.4,Intermediate,Medium,15461.87,662359.12,Medium
project_05040,SaaS,High,8,11,2,22,25,7.4,47.4,Intermediate,High,36688.37,2081658.46,High
project_05041,EdTech,Low,3,4,2,8,12,2.5,6.0,Basic,Low,2116.6,74619.87,Low
project_05042,EdTech,Medium,5,6,2,12,22,5.5,22.0,Intermediate,Medium,9351.47,434204.59,Medium
project_05043,E-commerce,High,10,9,2,18,23,5.8,46.4,Intermediate,High,39484.19,2139915.73,High
project_05044,EdTech,Low,3,2,2,4,12,3.4,8.2,Basic,Low,1147.03,40804.94,Low
project_05045,IoT,Medium,7,5,2,10,15,4.6,25.8,Intermediate,Low,9896.79,393976.68,Medium
project_05046,FinTech,High,9,12,2,24,26,8.0,57.6,Advanced,High,56317.45,3016452.64,High
project_05047,Cloud System,Low,3,2,2,4,12,3.4,8.2,Basic,Low,1148.24,40252.89,Low
project_05048,Healthcare,Medium,8,4,2,8,22,4.1,26.2,Intermediate,Low,9549.59,374066.76,Medium
project_05049,Healthcare,High,9,6,2,12,22,6.3,45.4,Intermediate,High,23050.32,1264644.34,High
project_05050,Healthcare,Low,3,4,2,8,13,2.6,6.2,Basic,Low,2006.11,64006.68,Low
project_05051,IoT,Medium,8,7,2,14,22,4.7,30.1,Basic,Medium,13349.41,614956.93,Medium
project_05052,Healthcare,High,10,7,2,14,26,6.0,48.0,Intermediate,Medium,25687.0,1534481.38,High
project_05053,FinTech,Low,5,2,2,4,12,2.7,10.8,Basic,Low,1763.15,62749.06,Low
project_05054,Cloud System,Medium,8,7,2,14,17,5.8,37.1,Basic,High,15034.84,740779.68,High
project_05055,Cloud System,High,9,8,2,16,24,7.8,56.2,Intermediate,Medium,27291.93,1663677.13,High
project_05056,Healthcare,Low,3,3,2,6,12,3.5,8.4,Basic,Low,1641.28,65561.56,Low
project_05057,Cloud System,Medium,5,6,2,12,16,4.9,19.6,Intermediate,High,10875.7,552276.67,High
project_05058,FinTech,High,10,8,2,16,20,6.7,53.6,Advanced,Medium,36567.64,2044546.85,High
project_05059,Healthcare,Low,4,2,2,4,10,3.7,11.8,Basic,Low,1364.93,43673.58,Low
project_05060,Healthcare,Medium,8,5,2,10,19,4.8,30.7,Intermediate,High,13648.56,698039.24,High
project_05061,E-commerce,High,10,10,2,20,28,5.4,43.2,Advanced,High,51611.64,2641800.3,High
project_05062,FinTech,Low,3,4,2,8,13,3.7,8.9,Basic,Low,2011.82,76275.12,Low
project_05063,E-commerce,Medium,7,7,2,14,21,4.3,24.1,Intermediate,Low,13483.87,698436.23,Medium
project_05064,Cloud System,High,10,10,2,20,26,5.3,42.4,Intermediate,High,44366.97,2356013.75,High
project_05065,E-commerce,Low,3,3,2,6,11,2.8,6.7,Basic,Medium,1731.43,66905.61,Low
project_05066,IoT,Medium,5,8,2,16,16,5.5,22.0,Intermediate,High,13619.69,736876.53,High
project_05067,SaaS,High,12,12,2,24,21,6.5,62.4,Advanced,High,73342.14,4055768.49,High
project_05068,Cloud System,Low,4,2,2,4,12,2.4,7.7,Basic,Low,1416.11,56610.49,Low
project_05069,EdTech,Medium,7,6,2,12,19,5.3,29.7,Intermediate,High,15725.19,704463.31,High
project_05070,IoT,High,9,9,2,18,25,5.6,40.3,Intermediate,High,33418.71,2096102.68,High
project_05071,IoT,Low,5,3,2,6,13,3.6,14.4,Basic,Low,2629.56,81533.64,Low
project_05072,EdTech,Medium,7,5,2,10,16,4.4,24.6,Intermediate,High,12674.93,541460.1,High
project_05073,EdTech,High,11,8,2,16,24,6.6,58.1,Advanced,High,45462.45,2598945.65,High
project_05074,IoT,Low,4,2,2,4,10,2.6,8.3,Basic,Low,1449.7,54663.62,Low
project_05075,SaaS,Medium,7,8,2,16,21,5.2,29.1,Intermediate,Low,16456.67,786914.82,Medium
project_05076,AI Platform,High,10,10,2,20,20,7.7,61.6,Advanced,High,49081.05,2656259.7,High
project_05077,AI Platform,Low,3,3,2,6,15,4.0,9.6,Basic,Medium,1830.4,57664.4,Low
project_05078,Cloud System,Medium,8,6,2,12,21,4.5,28.8,Intermediate,Medium,14571.42,605204.97,Medium
project_05079,SaaS,High,9,6,2,12,23,7.9,56.9,Advanced,High,29668.66,1650664.28,High
project_05080,AI Platform,Low,4,4,2,8,14,2.7,8.6,Basic,Low,2830.98,85655.22,Low
project_05081,IoT,Medium,5,8,2,16,17,4.7,18.8,Intermediate,High,14568.26,571401.66,High
project_05082,E-commerce,High,10,6,2,12,29,6.5,52.0,Advanced,High,32920.97,1697255.71,High
project_05083,EdTech,Low,4,3,2,6,10,2.7,8.6,Basic,Low,1967.7,61237.1,Low
project_05084,Cloud System,Medium,8,5,2,10,18,5.1,32.6,Intermediate,High,13615.77,655818.75,High
project_05085,E-commerce,High,12,9,2,18,23,6.2,59.5,Advanced,High,54376.54,2809853.56,High
project_05086,IoT,Low,5,2,2,4,11,2.5,10.0,Basic,Low,1749.56,68824.4,Low
project_05087,FinTech,Medium,5,4,2,8,21,5.4,21.6,Intermediate,Low,6437.03,288718.56,Medium
project_05088,SaaS,High,12,8,2,16,21,6.3,60.5,Intermediate,Medium,37375.67,1907856.19,High
project_05089,EdTech,Low,5,3,2,6,10,3.5,14.0,Basic,Medium,2744.13,108674.64,Low
project_05090,IoT,Medium,6,5,2,10,15,5.5,26.4,Intermediate,Medium,9108.43,452470.65,Medium
project_05091,IoT,High,9,9,2,18,30,6.0,43.2,Advanced,Medium,39074.93,2233368.01,High
project_05092,E-commerce,Low,3,3,2,6,12,3.0,7.2,Basic,Medium,1710.41,66760.45,Low
project_05093,E-commerce,Medium,5,5,2,10,18,4.8,19.2,Intermediate,Medium,8399.09,383734.91,Medium
project_05094,Healthcare,High,12,7,2,14,22,7.4,71.0,Advanced,Medium,38937.15,1932683.02,High
project_05095,Healthcare,Low,4,4,2,8,13,3.3,10.6,Basic,Low,2806.61,89190.81,Low
project_05096,E-commerce,Medium,5,6,2,12,20,5.3,21.2,Basic,High,9119.36,373288.41,High
project_05097,IoT,High,11,9,2,18,29,6.8,59.8,Intermediate,High,43338.87,2183895.56,High
project_05098,IoT,Low,3,2,2,4,12,3.5,8.4,Basic,Low,1093.83,37602.85,Low
project_05099,Healthcare,Medium,6,7,2,14,15,5.7,27.4,Intermediate,High,14923.04,730995.71,High
project_05100,EdTech,High,10,12,2,24,30,5.0,40.0,Advanced,High,61834.1,3474592.76,High
project_05101,IoT,Low,5,4,2,8,15,3.7,14.8,Basic,Low,3349.41,114549.14,Low
project_05102,SaaS,Medium,6,7,2,14,17,5.0,24.0,Intermediate,Medium,12553.69,533571.32,Medium
project_05103,EdTech,High,10,11,2,22,21,5.8,46.4,Advanced,Medium,50730.93,2563005.79,High
project_05104,SaaS,Low,4,3,2,6,11,3.0,9.6,Basic,Medium,2195.52,85227.97,Low
project_05105,FinTech,Medium,6,8,2,16,16,4.4,21.1,Basic,Medium,11515.71,562681.39,Medium
project_05106,FinTech,High,11,12,2,24,21,5.7,50.2,Advanced,High,65505.15,3906588.16,High
project_05107,Healthcare,Low,5,3,2,6,14,3.5,14.0,Basic,Low,2630.86,89878.7,Low
project_05108,E-commerce,Medium,7,7,2,14,19,4.4,24.6,Intermediate,High,16469.66,674417.94,High
project_05109,Cloud System,High,12,11,2,22,20,5.3,50.9,Advanced,Medium,57145.27,3071634.56,High
project_05110,Healthcare,Low,4,4,2,8,13,3.1,9.9,Basic,Low,2739.11,104734.25,Low
project_05111,Healthcare,Medium,7,8,2,16,20,5.0,28.0,Intermediate,Medium,16556.91,814388.72,Medium
project_05112,Healthcare,High,9,6,2,12,27,7.3,52.6,Advanced,Medium,26575.29,1363949.75,High
project_05113,Cloud System,Low,5,2,2,4,11,2.7,10.8,Basic,Low,1636.95,58324.6,Low
project_05114,FinTech,Medium,6,8,2,16,16,4.3,20.6,Intermediate,Low,13913.57,615508.45,Medium
project_05115,FinTech,High,9,8,2,16,21,7.3,52.6,Advanced,High,37434.82,2204145.89,High
project_05116,SaaS,Low,5,4,2,8,12,3.8,15.2,Basic,Low,3380.71,113551.77,Low
project_05117,Healthcare,Medium,7,4,2,8,22,5.9,33.0,Intermediate,Medium,8889.15,460648.19,Medium
project_05118,E-commerce,High,9,8,2,16,28,5.0,36.0,Advanced,High,35700.22,1980843.77,High
project_05119,Healthcare,Low,3,4,2,8,13,3.5,8.4,Basic,Low,2130.31,74293.83,Low
project_05120,E-commerce,Medium,8,8,2,16,21,4.1,26.2,Intermediate,Low,17524.65,798641.18,Medium
project_05121,E-commerce,High,8,10,2,20,25,7.9,50.6,Intermediate,Medium,31598.17,1624449.6,High
project_05122,Cloud System,Low,4,3,2,6,15,3.0,9.6,Basic,Low,2121.36,70955.1,Low
project_05123,FinTech,Medium,7,4,2,8,15,4.9,27.4,Intermediate,Low,7945.17,393331.85,Medium
project_05124,SaaS,High,11,8,2,16,25,6.2,54.6,Intermediate,High,37394.4,2113784.72,High
project_05125,E-commerce,Low,4,3,2,6,14,2.4,7.7,Basic,Medium,2365.56,87695.62,Low
project_05126,E-commerce,Medium,8,6,2,12,18,4.9,31.4,Intermediate,Medium,14921.75,678797.75,Medium
project_05127,Cloud System,High,12,12,2,24,22,5.0,48.0,Intermediate,Medium,51562.11,3022001.32,High
project_05128,EdTech,Low,4,4,2,8,12,2.5,8.0,Basic,Low,2680.69,84265.72,Low
project_05129,AI Platform,Medium,5,8,2,16,17,5.2,20.8,Basic,Medium,10301.19,428531.98,Medium
project_05130,FinTech,High,8,11,2,22,21,7.7,49.3,Intermediate,High,38801.57,1839051.61,High
project_05131,SaaS,Low,5,4,2,8,13,2.6,10.4,Basic,Medium,3549.95,145406.07,Low
project_05132,SaaS,Medium,7,5,2,10,17,5.6,31.4,Basic,Medium,9217.53,453529.32,Medium
project_05133,EdTech,High,8,9,2,18,24,6.8,43.5,Advanced,Medium,32772.36,1873791.61,High
project_05134,Cloud System,Low,5,4,2,8,15,3.3,13.2,Basic,Medium,3738.58,142661.0,Low
project_05135,FinTech,Medium,8,7,2,14,17,4.7,30.1,Basic,Low,12412.17,486892.03,Medium
project_05136,Healthcare,High,8,7,2,14,21,6.7,42.9,Advanced,Medium,27220.24,1417061.91,High
project_05137,Cloud System,Low,5,3,2,6,12,2.6,10.4,Basic,Medium,2667.1,104550.64,Low
project_05138,IoT,Medium,8,5,2,10,15,5.0,32.0,Intermediate,High,14556.54,629968.14,High
project_05139,E-commerce,High,9,11,2,22,26,7.7,55.4,Advanced,High,51800.34,3004178.04,High
project_05140,AI Platform,Low,3,2,2,4,15,2.7,6.5,Basic,Medium,1207.06,38592.68,Low
project_05141,IoT,Medium,8,6,2,12,16,4.7,30.1,Intermediate,Low,13474.37,574082.86,Medium
project_05142,Cloud System,High,10,6,2,12,30,6.4,51.2,Intermediate,High,27056.78,1321610.97,High
project_05143,SaaS,Low,5,4,2,8,14,3.1,12.4,Basic,Low,3256.34,130413.5,Low
project_05144,EdTech,Medium,7,6,2,12,19,5.0,28.0,Intermediate,Medium,13438.28,593215.98,Medium
project_05145,Cloud System,High,10,7,2,14,28,5.8,46.4,Advanced,High,36017.84,1907932.81,High
project_05146,Healthcare,Low,5,3,2,6,13,3.5,14.0,Basic,Low,2461.14,80332.56,Low
project_05147,EdTech,Medium,7,5,2,10,17,4.0,22.4,Intermediate,Medium,11205.52,510521.34,Medium
project_05148,EdTech,High,11,10,2,20,23,7.9,69.5,Advanced,High,57772.03,3201326.91,High
project_05149,AI Platform,Low,3,3,2,6,14,2.9,7.0,Basic,Low,1597.2,60514.31,Low
project_05150,Cloud System,Medium,5,6,2,12,16,5.3,21.2,Intermediate,Medium,9188.6,426964.21,Medium
project_05151,Cloud System,High,12,6,2,12,27,7.3,70.1,Advanced,High,37907.27,2170895.0,High
project_05152,FinTech,Low,3,2,2,4,11,2.8,6.7,Basic,Low,1101.16,33149.16,Low
project_05153,AI Platform,Medium,7,7,2,14,16,5.2,29.1,Intermediate,High,16624.92,819174.1,High
project_05154,FinTech,High,8,11,2,22,22,7.7,49.3,Intermediate,High,37343.6,1879978.64,High
project_05155,IoT,Low,5,4,2,8,13,3.8,15.2,Basic,Low,3441.06,110793.84,Low
project_05156,FinTech,Medium,5,4,2,8,22,5.7,22.8,Intermediate,Low,5984.18,285214.42,Medium
project_05157,FinTech,High,9,8,2,16,20,5.3,38.2,Advanced,High,35657.33,2187020.37,High
project_05158,Healthcare,Low,3,4,2,8,13,3.6,8.6,Basic,Low,2043.48,76745.09,Low
project_05159,Cloud System,Medium,6,6,2,12,19,5.4,25.9,Intermediate,High,12658.33,575984.79,High
project_05160,Healthcare,High,11,7,2,14,26,6.2,54.6,Advanced,High,40587.17,2288367.92,High
project_05161,E-commerce,Low,4,2,2,4,11,2.2,7.0,Basic,Low,1403.11,43018.12,Low
project_05162,Cloud System,Medium,8,8,2,16,19,4.5,28.8,Intermediate,Medium,19899.89,770774.28,Medium
project_05163,FinTech,High,11,11,2,22,22,6.1,53.7,Advanced,High,62471.21,3785083.36,High
project_05164,EdTech,Low,5,2,2,4,15,2.4,9.6,Basic,Low,1720.89,53691.58,Low
project_05165,AI Platform,Medium,8,6,2,12,17,5.5,35.2,Basic,Medium,12233.03,568412.99,Medium
project_05166,IoT,High,11,6,2,12,20,5.1,44.9,Advanced,Medium,29542.56,1540548.07,High
project_05167,AI Platform,Low,5,3,2,6,10,3.7,14.8,Basic,Low,2513.86,102086.27,Low
project_05168,IoT,Medium,8,7,2,14,16,5.3,33.9,Intermediate,Medium,16937.01,746897.65,Medium
project_05169,SaaS,High,10,11,2,22,20,5.3,42.4,Intermediate,High,47777.97,2209398.63,High
project_05170,E-commerce,Low,4,2,2,4,14,3.2,10.2,Basic,Medium,1601.88,60052.4,Low
project_05171,Cloud System,Medium,7,6,2,12,18,4.2,23.5,Intermediate,Medium,12785.44,660159.23,Medium
project_05172,Cloud System,High,9,9,2,18,23,5.3,38.2,Intermediate,High,35349.01,1919601.4,High
project_05173,IoT,Low,4,2,2,4,11,2.4,7.7,Basic,Low,1390.62,52596.85,Low
project_05174,EdTech,Medium,6,4,2,8,22,4.6,22.1,Intermediate,High,8779.42,353854.82,High
project_05175,E-commerce,High,11,12,2,24,27,5.7,50.2,Advanced,High,65836.9,3622332.3,High
project_05176,SaaS,Low,5,2,2,4,13,3.9,15.6,Basic,Medium,1944.51,68501.64,Low
project_05177,E-commerce,Medium,6,7,2,14,15,5.0,24.0,Intermediate,Medium,12502.93,537125.19,Medium
project_05178,AI Platform,High,10,6,2,12,25,6.4,51.2,Advanced,Medium,27671.82,1613511.77,High
project_05179,E-commerce,Low,5,3,2,6,14,3.3,13.2,Basic,Low,2594.09,89840.06,Low
project_05180,E-commerce,Medium,6,8,2,16,19,5.4,25.9,Basic,High,13297.43,554018.24,High
project_05181,AI Platform,High,10,12,2,24,27,7.1,56.8,Advanced,High,63339.31,3581048.81,High
project_05182,Healthcare,Low,5,4,2,8,15,3.3,13.2,Basic,Low,3487.59,116807.06,Low
project_05183,Cloud System,Medium,6,4,2,8,20,4.3,20.6,Intermediate,Medium,7960.83,382808.24,Medium
project_05184,IoT,High,9,9,2,18,29,6.3,45.4,Intermediate,High,34156.58,2030846.55,High
project_05185,Healthcare,Low,4,3,2,6,15,3.5,11.2,Basic,Low,2036.67,79365.86,Low
project_05186,EdTech,Medium,7,8,2,16,20,4.1,23.0,Basic,Low,12265.98,623200.4,Medium
project_05187,AI Platform,High,11,7,2,14,21,6.4,56.3,Intermediate,High,34766.15,1854496.7,High
project_05188,EdTech,Low,4,3,2,6,10,3.4,10.9,Basic,Low,2104.07,78100.35,Low
project_05189,FinTech,Medium,5,5,2,10,19,4.6,18.4,Intermediate,Medium,8146.24,310995.75,Medium
project_05190,Cloud System,High,11,11,2,22,24,5.2,45.8,Advanced,High,59334.31,3588419.73,High
project_05191,Healthcare,Low,5,4,2,8,14,2.1,8.4,Basic,Low,3361.16,110438.57,Low
project_05192,AI Platform,Medium,6,6,2,12,19,5.2,25.0,Intermediate,High,13216.6,517628.61,High
project_05193,Cloud System,High,9,11,2,22,24,6.5,46.8,Advanced,High,52113.79,2903246.63,High
project_05194,Healthcare,Low,4,4,2,8,11,2.4,7.7,Basic,Medium,3038.69,110954.53,Low
project_05195,Cloud System,Medium,8,6,2,12,16,4.6,29.4,Basic,Medium,11292.21,516868.92,Medium
project_05196,SaaS,High,10,10,2,20,25,5.8,46.4,Intermediate,High,44541.5,2335832.39,High
project_05197,FinTech,Low,3,3,2,6,13,2.7,6.5,Basic,Low,1569.62,59756.37,Low
project_05198,FinTech,Medium,8,8,2,16,21,4.7,30.1,Intermediate,Low,17144.19,742437.09,Medium
project_05199,E-commerce,High,10,12,2,24,24,7.7,61.6,Advanced,High,62982.89,3527021.35,High
project_05200,SaaS,Low,3,2,2,4,15,2.8,6.7,Basic,Medium,1248.35,47018.53,Low
project_05201,FinTech,Medium,8,7,2,14,20,5.8,37.1,Basic,Medium,14262.23,655349.83,Medium
project_05202,AI Platform,High,12,7,2,14,27,6.0,57.6,Advanced,High,41852.51,2728195.99,High
project_05203,Healthcare,Low,4,3,2,6,12,2.1,6.7,Basic,Low,2090.12,69819.82,Low
project_05204,FinTech,Medium,6,6,2,12,22,5.2,25.0,Basic,Medium,9243.36,378597.62,Medium
project_05205,IoT,High,11,9,2,18,22,6.5,57.2,Intermediate,High,42053.23,2414151.83,High
project_05206,EdTech,Low,3,4,2,8,12,3.2,7.7,Basic,Low,2084.87,72287.27,Low
project_05207,Cloud System,Medium,6,8,2,16,18,5.8,27.8,Intermediate,Medium,14477.66,693279.95,Medium
project_05208,FinTech,High,11,12,2,24,22,6.8,59.8,Intermediate,Medium,47436.2,2526080.66,High
project_05209,AI Platform,Low,3,4,2,8,13,3.3,7.9,Basic,Low,2026.81,84025.33,Low
project_05210,EdTech,Medium,7,4,2,8,17,4.3,24.1,Basic,Medium,7375.88,291356.77,Medium
project_05211,Healthcare,High,12,6,2,12,20,5.5,52.8,Advanced,High,35153.47,2071366.14,High
project_05212,EdTech,Low,5,3,2,6,10,3.3,13.2,Basic,Low,2406.53,90625.39,Low
project_05213,IoT,Medium,5,5,2,10,20,6.0,24.0,Intermediate,Medium,8560.55,331813.58,Medium
project_05214,SaaS,High,9,8,2,16,24,7.5,54.0,Advanced,Medium,34956.72,2028936.78,High
project_05215,Cloud System,Low,4,4,2,8,10,3.8,12.2,Basic,Low,2670.02,93276.44,Low
project_05216,FinTech,Medium,7,7,2,14,22,5.3,29.7,Basic,Medium,11891.61,563763.52,Medium
project_05217,E-commerce,High,12,8,2,16,25,5.9,56.6,Advanced,High,50227.26,2998241.21,High
project_05218,SaaS,Low,4,3,2,6,12,3.1,9.9,Basic,Low,2090.3,74318.87,Low
project_05219,E-commerce,Medium,7,4,2,8,22,4.9,27.4,Intermediate,Medium,8861.85,422033.44,Medium
project_05220,FinTech,High,10,10,2,20,24,5.6,44.8,Advanced,High,50919.01,3063205.11,High
project_05221,AI Platform,Low,3,3,2,6,12,2.7,6.5,Basic,Low,1589.69,62570.96,Low
project_05222,SaaS,Medium,5,6,2,12,22,4.9,19.6,Intermediate,Medium,9970.78,451537.91,Medium
